time,line color,cell load
1021,Coverage Cell,10.140350877192983
1021,Coverage Cell,10.105263157894736
1019,Coverage Cell,10.070175438596491
1019,Coverage Cell,10.035087719298247
1016,Coverage Cell,10.0
1016,Coverage Cell,9.964912280701753
1014,Coverage Cell,9.929824561403509
1012,Coverage Cell,9.929824561403509
1008,Coverage Cell,10.0
1008,Coverage Cell,10.070175438596491
1005,Coverage Cell,10.105263157894736
1005,Coverage Cell,10.17543859649123
1003,Coverage Cell,10.210526315789474
1003,Coverage Cell,10.315789473684212
1001,Coverage Cell,10.350877192982457
1001,Coverage Cell,10.596491228070175
999,Coverage Cell,10.631578947368421
999,Coverage Cell,10.771929824561404
996,Coverage Cell,10.807017543859649
996,Coverage Cell,10.982456140350877
994,Coverage Cell,11.017543859649122
994,Coverage Cell,11.157894736842104
992,Coverage Cell,11.19298245614035
992,Coverage Cell,11.368421052631579
990,Coverage Cell,11.403508771929825
990,Coverage Cell,11.473684210526315
988,Coverage Cell,11.508771929824562
988,Coverage Cell,11.578947368421053
981,Coverage Cell,11.684210526315791
981,Coverage Cell,11.719298245614036
979,Coverage Cell,11.719298245614036
977,Coverage Cell,11.684210526315791
977,Coverage Cell,11.649122807017545
974,Coverage Cell,11.614035087719298
974,Coverage Cell,11.578947368421053
972,Coverage Cell,11.543859649122808
972,Coverage Cell,11.473684210526315
970,Coverage Cell,11.43859649122807
970,Coverage Cell,11.263157894736842
968,Coverage Cell,11.228070175438596
968,Coverage Cell,11.157894736842104
966,Coverage Cell,11.12280701754386
966,Coverage Cell,11.017543859649122
963,Coverage Cell,10.982456140350877
963,Coverage Cell,10.842105263157896
961,Coverage Cell,10.807017543859649
961,Coverage Cell,10.666666666666666
959,Coverage Cell,10.631578947368421
959,Coverage Cell,10.56140350877193
957,Coverage Cell,10.526315789473685
957,Coverage Cell,10.350877192982457
955,Coverage Cell,10.315789473684212
955,Coverage Cell,10.24561403508772
952,Coverage Cell,10.210526315789474
